OBJECTID,Tract,ZIP,Population,CIscore4,CIscoreP4,Pollution,Pollution Score,Pollution Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Characteristics,Pop. Characteristics Score,Pop. Characteristics Pctl,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,City,AB1500,CES3_DAC,CES4_DAC,CES_Any_DAC,CES_AnyAnd_AB1550,tracttxt,HTCTop2,HTCTop,HTCTop2_and_CES_DAC,Shape__Area,Shape__Length,x,y
5707,6037543905,90745,4636,56.25489626,93.38124054,56.03710921,6.842119904,84.45550716,40.1,90.0531511,20.3,87.0212478,43.7,74.2839196,6.2,59.38313378,23.3,75.10773131,79.26013205,8.22185186,91.80534544,16.1346,74.9353,8.9301,75.3236,2.8473,3.8611,0.151,14.1286,3.4513,0.2373,Los Angeles,Carson,Yes,Yes,Yes,Yes,Yes,6037543905,Yes,No,Yes,2748144.123374939,7389.009981909623,,
5713,6037134522,91303,4167,55.01404343,92.54916793,53.56874776,6.540733462,79.31549471,31,81.33383953,22.7,89.93097848,57.5,89.66080402,7.1,68.40187402,33.3,94.82889734,81.08345731,8.410989952,93.57034796,15.4788,77.3938,7.1274,77.4658,13.1269,4.2717,0,2.1838,0,2.9518,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037134522,Yes,Yes,Yes,615281.8511810303,3132.0609208273727,,
5717,6037501002,90606,5013,35.51657617,68.41906203,53.45580933,6.526943701,79.02924704,11.8,47.77271577,3.7,29.530383,13.4,18.17839196,4,30.88235294,11,18.46641318,52.45735275,5.441532484,53.97125567,12.2282,77.1394,10.6324,84.9192,12.3678,0.5187,0.2992,1.3166,0,0.5785,Los Angeles,West Whittier-Los Nietos,No,Yes,No,Yes,No,6037501002,No,No,No,1467388.1346740723,5066.1613915893,,
5718,6037501001,90606,3046,43.93876918,80.73625819,51.67651727,6.309692494,74.6981954,30.5,80.76436345,12,68.65611043,31.8,56.67085427,3.3,21.1087975,18.5,56.4765526,67.13126594,6.963694224,76.14725164,11.6218,75.0492,13.329,92.3835,6.172,0,0.6894,0.5253,0,0.2298,Los Angeles,West Whittier-Los Nietos,Yes,Yes,Yes,Yes,Yes,6037501001,No,No,No,882124.3425674438,3910.273506516681,,
5719,6037500404,90660,4551,45.43150079,82.48865356,57.84584013,7.06296559,87.46733043,22,68.24854467,7.5,51.10299093,25.6,45.52763819,4.7,40.60385216,10.7,16.92015209,62.00905848,6.432354825,68.69641957,8.196,74.9725,16.8315,82.1358,9.2727,0.5274,0,6.2843,0,1.7798,Los Angeles,Pico Rivera,No,Yes,Yes,Yes,No,6037500404,No,No,No,1192609.20803833,4456.744211113898,,
5721,6037500403,90660,3829,44.73368266,81.68179526,70.78373698,8.642680225,98.74299938,19.8,64.51531258,4.5,34.64609555,22.3,39.20854271,3.8,28.20145757,23.3,75.10773131,49.89664579,5.175903943,50.18910741,8.8796,74.7976,16.3228,86.0538,5.3016,0,0.6007,7.7827,0,0.2612,Los Angeles,Pico Rivera,Yes,Yes,Yes,Yes,Yes,6037500403,No,No,No,2246123.3319778442,8985.71825193599,,
5722,6037433101,91731,2464,76.2636142,99.78567827,74.65752172,9.115668573,99.50217797,42.7,92.0020248,35.6,97.73988361,43.5,74.04522613,8.1,76.05413847,27.5,85.95690748,80.65178809,8.366211824,93.15431165,7.4675,69.8864,22.6461,48.2955,2.4351,0.1623,0.1623,48.4172,0,0.5276,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037433101,Yes,Yes,Yes,1561428.9188308716,7813.969327672907,,
5733,6037134903,91303,6919,48.46090108,86.11951589,57.0566205,6.966602029,86.32233976,12,48.29157175,17.2,81.70253079,34,60.21356784,6.8,65.62988027,25.4,81.31812421,67.05877678,6.956174742,76.03378719,13.817,83.0322,3.1507,51.4525,23.0236,4.5382,0,17.7627,0,3.223,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037134903,Yes,Yes,Yes,564679.2890396118,3188.439612158819,,
5734,6037134521,91303,3691,51.99804521,90.04034291,52.50785946,6.41119921,76.80149347,49.5,96.29207795,36.2,97.92935445,49.7,81.35678392,6.4,61.53045289,36.8,97.32572877,78.18670114,8.110502185,90.54462935,15.5784,80.6827,3.7388,90.1382,2.0049,0.1897,0,6.5565,0,1.1108,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037134521,Yes,Yes,Yes,351935.9508705139,2495.267463521127,,
5735,6037131701,91335,5587,43.32024454,79.94200706,46.06019187,5.623940278,59.68886123,17.6,60.73146039,17.3,81.89200162,29,52.26130653,8.5,78.33159813,23.3,75.10773131,74.25664842,7.702827981,85.67826525,11.4731,75.8905,12.6365,50.6712,28.083,5.0474,0.698,11.831,0,3.6692,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037131701,Yes,No,Yes,659623.7491607666,3248.822714994343,,
5737,6037127712,91406,3560,43.47958197,80.10590015,48.5145006,5.923610886,66.53391413,18.1,61.47810681,25.6,92.90837732,45.5,76.8718593,5.1,45.78344612,29.8,90.24081115,70.7593739,7.340046942,81.02622289,15.0562,77.5562,7.3876,53.8202,30.3933,8.5674,0,6.2079,0,1.0112,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037127712,Yes,Yes,Yes,565911.6675338745,2989.7593260998133,,
5738,6037127606,91406,3322,51.43584544,89.37216339,54.50236566,6.654728021,81.38145613,21.4,67.12224753,19.9,86.43930166,36.5,63.90703518,5.8,55.0234253,34.1,95.38656527,74.51105562,7.729218277,86.05648008,12.4624,75.3462,12.1915,59.8736,23.1788,4.997,0.3612,9.9037,0,1.6857,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037127606,No,No,No,547256.5930786133,2970.088885405696,,
5739,6037127604,91406,3157,54.19100941,91.78013111,54.46435711,6.650087184,81.24455507,33.3,83.80156922,35.7,97.76695087,45.2,76.4321608,7.4,70.90057262,21.2,67.71863118,78.55702818,8.148917136,91.03630862,13.7789,71.9671,14.254,63.2563,23.8834,0.8869,0,9.3126,0,2.6608,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037127604,Yes,Yes,Yes,435345.76442718506,3012.6550884621925,,
5741,6037124204,91601,2192,59.29825927,95.22188603,57.25111873,6.990350226,86.60858743,29.7,79.7899266,13.1,71.67411016,50.6,82.53768844,12.1,92.39979178,39,98.25095057,81.77643122,8.482873871,94.31417045,6.7974,83.2117,9.9909,55.4745,30.2464,3.1934,0,5.1095,0,5.9763,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037124204,Yes,Yes,Yes,324193.47956848145,2415.5614488792044,,
5742,6037124203,91601,2384,45.41756536,82.47604639,53.66093555,6.551989572,79.51462352,24.8,72.94355859,10.7,64.40655028,45.2,76.4321608,5,44.35190005,25.2,80.747782,66.82451207,6.931873877,75.61775088,8.599,80.0336,11.3674,56.9211,33.2215,1.9295,0,5.5369,0.2936,2.0973,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037124203,Yes,No,Yes,324502.82067871094,2416.096736971575,,
5743,6037124105,91606,2538,36.96985693,70.53706505,47.82385228,5.839282864,64.45550716,17.9,61.2123513,26.7,93.67979429,45.8,77.19849246,5.5,51.26236335,25.7,81.9391635,61.03422021,6.331232412,67.15834594,14.342,78.8416,6.8164,56.5406,32.3483,3.1915,0.5122,5.0827,0,2.3247,Los Angeles,Los Angeles,Yes,Yes,No,Yes,Yes,6037124105,Yes,Yes,Yes,324537.7544403076,2416.7104258071654,,
5744,6037124103,91606,1950,58.66765642,94.86888553,55.32776883,6.755509584,83.02426882,34,84.32042521,25.9,93.11138178,55.5,87.62562814,5.2,46.99375325,28.5,87.8833967,83.71933492,8.684416133,95.76399395,12.8718,72.6154,14.5128,65.3333,24.359,2,0,7.1282,0,1.1795,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037124103,Yes,Yes,Yes,323891.7642364502,2414.4941926197544,,
5745,6037122121,91352,2829,57.70577821,94.35199193,61.22995571,7.47616543,92.39576851,36.3,86.58567451,18.2,83.8408445,47.3,78.88190955,6.3,60.56741281,20.7,65.5513308,74.40901295,7.718633135,85.87997983,12.3365,77.4125,10.251,79.9929,8.9431,4.3125,0.2474,5.7264,0,0.7777,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037122121,Yes,No,Yes,412011.66719055176,3659.8142862911245,,
5746,6037121222,91352,5139,68.64596875,98.78971256,69.18238483,8.447155446,98.05849409,46.9,94.64692483,6.7,47.0835025,54.3,86.38190955,5.4,49.85684539,35.1,96.14702155,78.34110558,8.126518944,90.73373676,15.9564,75.9097,8.1339,90.1537,5.4485,1.0313,0.1557,2.5102,0,0.7005,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037121222,Yes,Yes,Yes,1342895.1990203857,5562.947585959057,,
5747,6037121221,91352,2420,49.61328156,87.44326778,64.93541691,7.928601507,95.81829496,31.7,81.99190078,6.8,47.67898227,29.2,52.52512563,8.7,79.72410203,22.6,72.5982256,60.32349657,6.25750727,66.03630862,11.281,76.3223,12.3967,83.4711,11.9008,0.5372,0,2.8099,0,1.281,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037121221,No,No,No,500432.0541000366,3354.302196803966,,
5748,6037121101,91352,2862,52.5961262,90.59505799,60.31493713,7.364441843,91.3627878,29.2,79.27107062,9.9,61.53742049,33.4,59.23366834,5.1,45.78344612,23.4,75.34854246,68.84922657,7.14190258,78.64346949,11.9147,80.3983,7.6869,69.7414,17.4354,0.9783,0,9.5038,0,2.341,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037121101,Yes,Yes,Yes,472196.33629608154,3268.1639270023106,,
5749,6037120108,91402,4732,54.40679641,92.05748865,49.10153397,5.995287545,68.03982576,43.4,92.40698557,31.7,96.33238598,58.2,90.30150754,8.8,80.38781884,27.8,86.42585551,87.48392933,9.074926933,98.18456884,17.2232,74.8098,7.967,82.9248,8.1784,2.6627,0,5.1352,0.4861,0.6128,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120108,Yes,Yes,Yes,387026.80825805664,2573.24287916131,,
5754,6037121102,91352,2479,46.99449607,84.43015633,69.20961812,8.450480625,98.09583074,30.7,80.91622374,2.3,18.10799838,44.7,75.7160804,4.3,35.02082249,35.8,96.73003802,53.61060776,5.561162513,55.42107917,8.6325,73.7394,17.6281,48.4873,45.9459,0,0,4.0742,0,1.4925,Los Angeles,Los Angeles,No,Yes,Yes,Yes,No,6037121102,No,No,No,7542610.202793121,11461.974174256198,,
5756,6037104204,91342,3679,42.9080284,79.33686334,54.04362357,6.598715703,80.41070317,39.1,89.29384966,13.5,72.75680065,48.5,80.27638191,6.5,62.40239459,26.7,84.15716096,62.68509461,6.502481745,69.73020676,8.9426,80.4295,10.6279,78.0103,9.7581,3.7782,0,6.6866,0,1.7668,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037104204,No,No,No,2667744.62947464,9213.938069716354,,
5766,6037502802,90670,3221,40.58571749,76.00857287,62.80395508,7.668350441,93.9390168,20.1,65.03416856,16.9,81.18825281,43.5,74.04522613,5,44.35190005,25.3,81.03929024,51.0218757,5.292626857,51.94150277,11.5803,66.2838,22.136,51.9404,13.7535,7.2027,0.2173,25.1164,0,1.7696,Los Angeles,Santa Fe Springs,Yes,Yes,Yes,Yes,Yes,6037502802,Yes,No,Yes,3821273.0687713623,11156.258759969664,,
5769,6037120107,91402,3893,59.79996977,95.57488654,51.15909746,6.246515639,73.15494711,49.8,96.40597317,39.2,98.40303153,70.5,97.52512563,12.1,92.39979178,41.7,99.10012674,92.28864654,9.573332275,99.57135653,20.3185,75.1349,4.5466,87.2592,3.288,1.8238,0,7.064,0.1027,0.4624,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037120107,Yes,Yes,Yes,205982.3755760193,1850.3571030543314,,
5770,6037120106,91402,4763,55.13811762,92.63741805,52.33636959,6.390260331,76.4405725,41.4,90.93900278,28,94.54594668,67,96.04271357,10.8,89.18532015,35.4,96.41318124,83.17992577,8.628461872,95.3605648,16.4602,77.7241,5.8157,80.4955,2.7084,1.5326,0,15.2635,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120106,Yes,Yes,Yes,205447.34364700317,1850.3730290849608,,
5771,6037120104,91402,2228,54.92783677,92.49873928,51.72623756,6.315763332,74.87243311,24.7,72.63983802,17.4,82.08147246,58.6,90.6281407,5.5,51.26236335,34.1,95.38656527,83.84010086,8.696943487,95.85224407,12.1634,79.3986,8.4381,64.9461,10.7271,6.553,0,15.4399,0.4039,1.93,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120104,Yes,Yes,Yes,452894.45512771606,3099.10373528295,,
5772,6037120103,91402,3452,56.78929396,93.78466969,47.95929684,5.855820618,64.86621033,50.9,96.89951911,38.7,98.34889701,77.9,99.15829146,14.5,96.33003644,48.5,99.74651458,93.48971781,9.697922403,99.79828543,22.2769,72.4218,5.3013,93.7428,1.825,1.5353,0,2.8969,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120103,Yes,Yes,Yes,141241.9450263977,1716.2594419093937,,
5773,6037119342,91402,2911,48.6715994,86.34644478,47.16544068,5.758890938,62.6509023,27,76.28448494,19,85.09947219,46.1,77.57537688,7.5,71.66840187,29.9,90.40557668,81.47453829,8.451557761,93.99899143,16.9014,76.2281,6.8705,77.2587,6.9735,1.9924,0.6527,12.9852,0,0.1374,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037119342,Yes,Yes,Yes,219093.38708114624,1860.7759238244303,,
5774,6037119341,91402,2890,40.52316988,75.90771558,48.25052608,5.89137965,65.86185439,30.8,81.14401417,24.6,91.94748951,45.4,76.70854271,10.5,88.07912546,17.9,53.62484157,66.30885733,6.878383721,74.82349975,11.1765,73.8408,14.9827,53.9792,13.8754,4.7405,0,26.7128,0,0.692,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037119341,Yes,Yes,Yes,327515.03089904785,2547.843986355751,,
5775,6037117408,91343,3073,68.9578571,98.87796268,61.04755777,7.453894678,92.15930305,40.8,90.49607694,25.5,92.80010827,69.8,97.29899497,11.2,90.330557,40.8,98.87198986,89.18373349,9.251251873,98.86535552,22.356,72.8929,4.7511,79.8894,3.7748,4.7185,0,10.8363,0,0.781,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037117408,Yes,Yes,Yes,376499.7116737366,2513.867192797069,,
5777,6037117201,91343,5191,44.70592705,81.61875946,51.49794161,6.287888442,74.17548227,22.6,69.37484181,18.1,83.55663825,43.5,74.04522613,9.6,84.57834461,23.5,75.67807351,68.54020851,7.109847362,78.1896117,15.4498,72.3367,12.2134,67.3859,8.7844,5.5866,0,12.9647,0,5.2784,Los Angeles,Los Angeles,Yes,No,Yes,Yes,Yes,6037117201,Yes,Yes,Yes,788943.7720832825,4170.44148220665,,
5779,6037117101,91343,5224,40.22195064,75.32778618,47.92196231,5.851262079,64.72930927,14.5,54.21412301,18,83.35363378,20.8,35.92964824,6.2,59.38313378,21.2,67.71863118,66.26721547,6.874064106,74.76046394,11.5046,83.3078,5.1876,39.2228,8.2887,8.3078,0,39.6057,0,4.575,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037117101,No,No,No,782064.8597488403,3565.848295171845,,
5782,6037405302,91790,5433,40.99237493,76.63893091,54.84839156,6.696977715,82.04107032,21,66.46418628,6.5,46.00081202,37.1,64.72361809,5.3,48.25611661,17.2,50.2661597,59.00779287,6.121026031,63.95612708,12.332,74.1763,13.4916,67.7158,9.9393,2.1903,0,18.7926,0,1.362,Los Angeles,West Covina,Yes,Yes,Yes,Yes,Yes,6037405302,No,No,No,1794695.053390503,6668.092448013497,,
5784,6037576903,90804,3644,39.01806528,73.52496218,47.85744834,5.843384937,64.53018046,35.8,86.02885345,10.8,64.81255921,53.3,85.43969849,1.7,4.229567933,28.2,87.24968314,64.37042528,6.677305313,72.04992436,7.9583,84.1109,7.9308,54.4182,16.7947,12.3491,0,15.2854,0,1.1526,Los Angeles,Long Beach,Yes,Yes,No,Yes,Yes,6037576903,Yes,Yes,Yes,324662.47145080566,2419.362079894216,,
5785,6037576302,90813,4077,53.63463457,91.40191629,46.28065726,5.650859059,60.37336652,36.3,86.58567451,19.2,85.34307755,54.2,86.21859296,13.8,95.49713691,22.7,72.97845374,91.49892562,9.491412547,99.44528492,14.079,80.2306,5.6905,54.8197,11.2092,11.4545,0,20.6034,0,1.9132,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037576302,Yes,Yes,Yes,323449.3803253174,2413.1307348330674,,
5786,6037576301,90813,4165,48.23203117,85.80433686,50.23124275,6.133224763,70.90230243,24,71.32371552,7,48.72107186,57.7,89.87437186,3.1,18.31077564,30.6,91.45754119,75.8109284,7.864057334,87.7584468,12.6291,74.8619,12.509,44.1056,13.2773,21.6567,1.0564,13.9496,1.3205,4.6339,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037576301,Yes,Yes,Yes,548426.2864685059,2972.2909384936947,,
5787,6037576001,90802,5174,42.18754812,78.29046899,58.34297585,7.123665763,88.58742999,2.9,10.3138446,3.2,25.55149547,15,22.01005025,4.3,35.02082249,18.6,56.85678074,57.0907693,5.922168379,61.05648008,3.9041,86.9153,9.1805,12.7368,50.9277,13.7225,0,18.7669,1.4302,2.4159,Los Angeles,Long Beach,No,Yes,Yes,Yes,No,6037576001,Yes,No,Yes,3047267.551017761,7516.582800624958,,
5793,6037302506,91205,3262,51.24122001,89.14523449,55.03854488,6.720195398,82.47666459,17.7,60.90863073,22.8,90.03924753,42.8,73.20351759,5,44.35190005,24.7,79.30291508,73.50598551,7.624959838,84.64447806,8.7063,72.3176,18.9761,27.805,53.8013,1.8087,0,11.0668,0.7971,4.721,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037302506,Yes,Yes,Yes,910632.4116897583,4574.67275497357,,
5797,6037650901,90501,5366,34.16549986,66.20020171,60.54892315,7.39301149,91.64903547,4.8,20.28600354,9.9,61.53742049,18.8,31.54522613,5.1,45.78344612,12.8,27.2243346,44.55039325,4.621323787,41.95663137,13.7533,69.7913,16.4555,31.1592,37.719,2.6277,0,23.3694,0,5.1249,Los Angeles,Torrance,No,Yes,No,Yes,No,6037650901,No,No,No,3535501.269805908,9005.143618368234,,
5803,6037302505,91205,4376,60.75685672,96.1674231,64.77698262,7.909256711,95.69383945,25.8,74.65198684,35.9,97.8210854,57.1,89.2839196,10,86.19208745,42.1,99.20152091,74.05336023,7.681740389,85.41351488,11.7687,71.458,16.7733,33.1581,51.8053,5.4616,0,8.5238,0,1.0512,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037302505,Yes,Yes,Yes,538640.3692932129,4840.4740770349335,,
5804,6037433503,91733,3269,57.50652541,94.200706,65.91296059,8.047959396,96.4405725,53.5,97.83599089,29.9,95.62863716,55.5,87.62562814,5.7,53.8912025,29.7,90,68.88370457,7.145479069,78.69389813,14.2245,76.0783,9.6972,75.6806,1.346,0,0,22.9734,0,0,Los Angeles,South El Monte,Yes,Yes,Yes,Yes,Yes,6037433503,Yes,Yes,Yes,792784.3732147217,4057.22812712848,,
5805,6037406702,91790,6375,44.42645904,81.35400908,55.17283574,6.736592284,82.75046671,15.5,56.47937231,9.9,61.53742049,25.6,45.52763819,6.3,60.56741281,19.1,59.27756654,63.57503094,6.594797067,70.80181543,11.0588,73.8196,15.1216,57.2549,12.8471,2.3373,0,22.7922,2.3216,2.4471,Los Angeles,West Covina,Yes,Yes,Yes,Yes,Yes,6037406702,No,No,No,2822081.3500442505,7392.513329788016,,
5816,6037543306,90745,7863,42.89685287,79.31164902,65.30216176,7.97338098,96.09209708,15.9,57.51708428,6.8,47.67898227,20.3,34.92462312,8.4,77.7589797,10.7,16.92015209,51.86424493,5.380007926,53.1896117,11.764,73.3054,14.9307,28.844,7.5798,14.3202,0,37.988,6.5115,4.7565,Los Angeles,Carson,No,Yes,Yes,Yes,No,6037543306,No,No,No,4507924.734420776,12785.403901186872,,
5817,6037542106,90221,3523,65.66763716,97.99546142,60.63506052,7.403528846,91.73615432,54.1,97.97519615,20.2,86.89944512,54.9,87.08542714,8,75.3774076,25.9,82.40811153,85.50623048,8.869775283,96.97428139,13.6531,78.5694,7.7775,85.1547,1.1922,8.5722,0,3.4062,0,1.6747,Los Angeles,East Rancho Dominguez,Yes,Yes,Yes,Yes,Yes,6037542106,Yes,Yes,Yes,912485.4462356567,4975.831343139295,,
5818,6037542105,90221,4781,54.40139105,92.04488149,50.50824715,6.167046945,71.69881767,49.9,96.45659327,8.8,56.85478414,56.8,88.91959799,8.7,79.72410203,35.8,96.73003802,85.03895104,8.821303217,96.60867373,18.0715,73.1228,8.8057,83.79,1.0667,13.2399,0.8785,0,0,1.0249,Los Angeles,Compton,Yes,Yes,Yes,Yes,Yes,6037542105,Yes,Yes,Yes,624259.6898117065,3664.708295804122,,
5831,6037570404,90805,3676,60.46460117,95.97831568,61.49402061,7.508407702,92.68201618,36.3,86.58567451,6.9,48.19326025,41.5,71.41959799,9.3,83.22488287,21.3,68.11153359,77.6315916,8.052919284,89.75037821,14.8259,76.1153,9.0588,71.8716,1.3058,18.1991,0,0.8977,4.2709,3.4548,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037570404,No,No,No,860171.0973434448,4741.495996196599,,
5841,6037104203,91331,5441,42.74429342,79.07211296,49.36840011,6.027871847,68.82389546,44.6,93.35611238,22.2,89.29489782,48.7,80.41457286,5.1,45.78344612,28.7,88.25095057,68.35956271,7.091108522,77.88703984,14.0967,78.515,7.3883,88.5315,1.5071,8.197,0,1.2498,0,0.5146,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037104203,Yes,Yes,Yes,707978.4962882996,3368.9696360444314,,
5849,6037434004,91733,3039,70.216087,99.14271306,72.16902383,8.811823475,99.04169259,28,77.58795242,10.5,63.68926783,48.3,79.98743719,7.4,70.90057262,22.5,72.16730038,76.81675889,7.968394647,88.94351992,11.6157,79.7302,8.6542,92.3001,1.3162,0.1645,0,6.2192,0,0,Los Angeles,South El Monte,Yes,Yes,Yes,Yes,Yes,6037434004,No,No,No,680413.8854904175,3628.4955480143776,,
5850,6037434003,91732,4717,63.12528396,97.11296016,64.32278243,7.853798958,95.29558183,45.1,93.71045305,14.7,76.64095277,56.1,88.31658291,9.1,82.32691307,34.8,95.96958175,77.48340702,8.037547726,89.59909228,10.282,78.1641,11.554,81.9589,3.0316,0.106,0,14.1191,0,0.7844,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037434003,Yes,Yes,Yes,978391.6314239502,4907.401643453726,,
5851,6037433504,91733,4802,68.71540522,98.81492688,66.76186386,8.151610317,96.90105787,48.9,95.93773728,31.8,96.41358777,62.6,93.3919598,5.4,49.85684539,28.2,87.24968314,81.26356031,8.429672488,93.79727685,16.1391,74.9688,8.8921,72.1574,0.8538,0.3124,0,22.803,3.3736,0.4998,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037433504,Yes,Yes,Yes,917420.0290222168,4832.546207719268,,
5852,6037433307,91732,3193,54.32282209,91.94402421,63.19498206,7.716094757,94.39950218,36.9,87.16780562,25,92.36703207,47.4,78.9321608,4.1,32.27485685,26.7,84.15716096,67.86876014,7.040196343,77.14321735,11.5565,77.482,10.9615,62.5117,1.1275,0.1879,4.0401,31.3811,0,0.7516,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037433307,Yes,Yes,Yes,421563.17038726807,3866.7947878591203,,
5853,6037104108,91331,6001,38.76823667,73.17196167,51.13356663,6.243398329,73.11761045,39.2,89.39508985,11.6,67.45161727,52.4,84.69849246,7,67.47787611,19.2,59.7338403,59.86047357,6.209476735,65.45637922,14.8142,75.3374,9.8484,83.0195,5.4491,7.1655,0,3.3828,0.2166,0.7665,Los Angeles,Los Angeles,Yes,Yes,No,Yes,Yes,6037104108,Yes,Yes,Yes,1092834.1419448853,5773.2195121672785,,
5863,6037603802,90260,4040,46.80930711,84.20322743,49.90426887,6.093301316,70.11823273,28.1,77.72715768,19.3,85.53254838,39.4,68.26633166,3.9,29.41176471,22.6,72.5982256,74.05675903,7.682092954,85.42612204,15.7178,72.5495,11.7327,62.0545,12.3515,6.7327,0.2475,12.3267,4.1832,2.104,Los Angeles,Lawndale,Yes,Yes,Yes,Yes,Yes,6037603802,Yes,No,Yes,632028.6100692749,3198.622270419486,,
5864,6037433306,91732,3136,51.83524666,89.82602118,63.68313627,7.775698289,94.85998755,36.4,86.72487978,27.3,94.13993775,39.4,68.26633166,3.7,26.86100989,18.4,55.95690748,64.26446741,6.666314038,71.86081694,9.1837,78.699,12.1173,68.2398,3.125,0.1276,0,26.5625,1.9452,0,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037433306,Yes,No,Yes,434035.3708267212,3696.344328080678,,
5865,6037433305,91732,4582,52.2062969,90.27987897,60.153531,7.344734186,91.10143124,42.4,91.71095925,34.1,97.34740831,53,85.1758794,3.8,28.20145757,31.1,92.19264892,68.52230287,7.107989966,78.13918306,9.3845,80.598,10.0175,64.3169,1.2222,0.3928,0,33.1951,0.6329,0.2401,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037433305,Yes,Yes,Yes,507501.96604919434,3761.051516661268,,
5866,6037433304,91732,5063,48.80793167,86.52294503,56.65704804,6.917814312,85.57560672,43,92.21716021,39.4,98.45716606,62.2,93.11557789,5.7,53.8912025,23.9,76.86945501,68.01530464,7.055397771,77.37014624,11.1594,75.4888,13.3518,69.0895,3.6935,1.0468,0,25.637,0,0.5333,Los Angeles,El Monte,Yes,Yes,Yes,Yes,Yes,6037433304,Yes,Yes,Yes,792392.0135345459,3879.09866810128,,
